frame_id,t,d_worker,d_stop,h_or_ttc,mu,vel_before,vel_after,scale,rule
24,2.400000,7.200000,0.654842,6.045158,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
25,2.500000,7.000000,0.654842,5.845159,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
26,2.600000,6.800001,0.654842,5.645159,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
27,2.700000,6.600001,0.654842,5.445159,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
28,2.800000,6.400001,0.654842,5.245159,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
29,2.900000,6.200001,0.654842,5.045159,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
30,3.000000,6.000001,0.654842,4.845160,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
31,3.100000,5.800002,0.654842,4.645160,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
32,3.200000,5.600002,0.654842,4.445160,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
33,3.300000,5.400002,0.654842,4.245160,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
34,3.400000,5.200002,0.654842,4.045160,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
35,3.500000,5.000002,0.654842,3.845160,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
36,3.600000,4.800003,0.654842,3.645161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
37,3.700000,4.600003,0.654842,3.445161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
38,3.800000,4.400003,0.654842,3.245161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
39,3.900000,4.200003,0.654842,3.045161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
40,4.000000,4.000003,0.654842,2.845161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
41,4.100000,3.800003,0.654842,2.645161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
42,4.200000,3.600003,0.654842,2.445161,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
43,4.300000,3.400003,0.654842,2.245162,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
44,4.400000,3.200004,0.654842,2.045162,0.800000,2.000000,2.000000,1.000000,CBF: h > 0 no clamp
45,4.500000,3.000004,0.639432,1.860572,0.800000,2.000000,1.965958,0.982979,CBF: smooth clamp
46,4.600000,2.803408,0.609520,1.693888,0.800000,1.965958,1.898926,0.965904,CBF: smooth clamp
47,4.700000,2.613515,0.570536,1.542979,0.800000,1.898926,1.809567,0.952943,CBF: smooth clamp
48,4.800000,2.432558,0.526469,1.406089,0.800000,1.809567,1.705627,0.942560,CBF: smooth clamp
